3167:101634,84830,41003,67580,99517,10467,50444,47203,41973,102399
3169:8662,37130,93582,3424,103048,12342,470,49707,64542,63909
3170:17,616,302,8,654,58,76,564,518,650
3172:103,236,17,616,564,62,650,363,4919,542
3176:58,650,15,3563,1535,1245,62,285,3101,1086
3183:15815,117696,54811,56762,114855,59841,64384,115703,99005,104498
3184:79825,56941,56201,83431,40496,42986,116170,47663,35974,64359
3193:1509,2831,3101,61,364,1804,1050,356,62,1344
3195:17,245,518,1382,119,1412,1126,363,1405,105
3220:616,84,1102,650,138,76,8,736,518,6
3229:542,285,302,1535,780,518,616,1690,654,430
3234:1102,518,114,1762,15507,70,813,2193,295,1342
3237:110318,54099,22678,28760,58923,41101,102041,9915,113362,77678
3238:17,302,616,654,58,8,76,542,518,84
3239:17,58,616,29,84,8,76,1102,650,518
3246:17249,51213,87081,88652,45510,31931,31651,34328,6628,66166
3258:15,508,61,787,1511,2166,1231,2193,32,17
